schema_version,score_evidence_id,program_id,institution_id,institution_name,component,component_score,max_score,rubric_anchor,rubric_anchor_description,supporting_evidence_ids,evidence_completeness,score_confidence,uncertainty_or_conflict,reviewer_or_generating_process,verification_status,calculated_at
2.0,scoreev:8625ea55b847ec91,us:ipeds:157085:program:phd:doctoral-degree-in-computer-science,us:ipeds:157085,University of Kentucky,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:f3a9ad0de37e4e904767|stage3src:6f79c7c7ec7dc4f655d4|stage3src:ab09639d58eb42d1b745|stage3src:5d7cfee15aaf2c885642,missing,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:4597376d471c441a,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:1313ec1727593e42|stage4src:c77a4a0219336f1d|stage4src:555fb74ef9855486|stage4src:db24192a03b175bb|stage4src:8f8599c52f845539|stage4src:fdce189aa81e2460|stage4src:98a5a509267179f9|stage4src:34b95b1717ed5499,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:651182c63140c25d,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:1313ec1727593e42|stage4src:c77a4a0219336f1d|stage4src:555fb74ef9855486|stage4src:db24192a03b175bb|stage4src:8f8599c52f845539|stage4src:fdce189aa81e2460|stage4src:98a5a509267179f9|stage4src:34b95b1717ed5499,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:6d64d13e77cdbc2b,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:0c2c1d9127c9dea8af4a,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a8f0747e7de608ed,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:be56556f4cffbe139ebc|stage3src:5065660ed38a58088448|stage3src:1c65897cea61f9ea6783|stage3src:0c2c1d9127c9dea8af4a,partial,medium,"Will a Fall 2027 offer guarantee renewable stipend, full tuition, mandatory fees, health insurance, and summer support?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a71d106cab8edfba,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:be56556f4cffbe139ebc|stage3src:5065660ed38a58088448|stage3src:1c65897cea61f9ea6783|stage3src:0c2c1d9127c9dea8af4a,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:83c34695a311fa65,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:5065660ed38a58088448|stage3src:1c65897cea61f9ea6783|stage3src:0c2c1d9127c9dea8af4a|stage3src:be56556f4cffbe139ebc,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b22b0ec2235f1e2c,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600,University of Illinois Chicago,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:69b03baad96f0b4d|stage4src:cb0fba9d54d16c9d|stage4src:1c9eb1674e5bd493|stage4src:cefe43d905827728|stage4src:ae0411819222cf22,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:75187fdab4f7cf3b,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600,University of Illinois Chicago,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:69b03baad96f0b4d|stage4src:cb0fba9d54d16c9d|stage4src:1c9eb1674e5bd493|stage4src:cefe43d905827728|stage4src:ae0411819222cf22,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:465453044faaa68c,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600,University of Illinois Chicago,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:eff4e085335540565edd,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:7d40e2323c168cbc,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600,University of Illinois Chicago,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:9508571e203f1a6f099d|stage3src:eff4e085335540565edd,partial,medium,"What residual fees, health cost, summer stipend, and continuation terms will appear in the individual Fall 2027 offer?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d4a99d26552ac554,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600,University of Illinois Chicago,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:9508571e203f1a6f099d|stage3src:eff4e085335540565edd,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:4447d86fb92c3892,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600,University of Illinois Chicago,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:9508571e203f1a6f099d|stage3src:eff4e085335540565edd,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:7a79a5755d399377,us:ipeds:145637:program:phd:computer-science-phd,us:ipeds:145637,University of Illinois Urbana-Champaign,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:dcfc38fc377b52c4|stage4src:72aacce3a32b188c|stage4src:e51975acb1dfc848,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d7cb92b182fa1774,us:ipeds:145637:program:phd:computer-science-phd,us:ipeds:145637,University of Illinois Urbana-Champaign,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:dcfc38fc377b52c4|stage4src:72aacce3a32b188c|stage4src:e51975acb1dfc848,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a48414d96146598e,us:ipeds:145637:program:phd:computer-science-phd,us:ipeds:145637,University of Illinois Urbana-Champaign,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:74fa1855e46e041c9c90,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9b74f6c1fdd5b401,us:ipeds:145637:program:phd:computer-science-phd,us:ipeds:145637,University of Illinois Urbana-Champaign,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:74fa1855e46e041c9c90|stage3src:6945186b613eca4d3beb,partial,medium,How will the committee weigh the stronger recent-two-year record against the 3.35 cumulative GPA and 3.40 recommendation?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:eeee36762abf19ea,us:ipeds:145637:program:phd:computer-science-phd,us:ipeds:145637,University of Illinois Urbana-Champaign,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:74fa1855e46e041c9c90|stage3src:6945186b613eca4d3beb,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:434ec2ab5a4b5a1f,us:ipeds:145637:program:phd:computer-science-phd,us:ipeds:145637,University of Illinois Urbana-Champaign,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:74fa1855e46e041c9c90|stage3src:6945186b613eca4d3beb,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f07790e19f9572fc,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,us:ipeds:170976,University of Michigan-Ann Arbor,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:ce3d35f0056f1126|stage4src:8f2ef6b3c6ba50f7|stage4src:e669a8955ffb952e,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:434641af49b5c979,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,us:ipeds:170976,University of Michigan-Ann Arbor,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:ce3d35f0056f1126|stage4src:8f2ef6b3c6ba50f7|stage4src:e669a8955ffb952e,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f7ef37ee85341d38,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,us:ipeds:170976,University of Michigan-Ann Arbor,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:af0aa2d0c49725b3bb4e|stage3src:233184b81880ee9cb929,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:389fe7526b0b07d5,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,us:ipeds:170976,University of Michigan-Ann Arbor,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:af0aa2d0c49725b3bb4e|stage3src:be10a376b4cb2951dc0c,partial,medium,How will the committee weigh the >3.5 recent-two-year record against the 3.35 cumulative GPA?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c2c2bda15af19745,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,us:ipeds:170976,University of Michigan-Ann Arbor,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:af0aa2d0c49725b3bb4e|stage3src:be10a376b4cb2951dc0c,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a1299865b1186d14,us:ipeds:170976:program:phd:computer-science-and-engineering-phd,us:ipeds:170976,University of Michigan-Ann Arbor,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:af0aa2d0c49725b3bb4e|stage3src:be10a376b4cb2951dc0c,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:11ada9dc6bdcc746,us:ipeds:230764:program:phd:computing-phd,us:ipeds:230764,University of Utah,professor_alignment,20,30,one_verified_strong,Exactly one distinct verified strong match.,stage4src:6e3182f0ab7070ac|stage4src:5f1ae3138a3ce3ab|stage4src:a254ad4d4bb45e55|stage4src:bd409d9203c351d9,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:ae16fddc7329eee2,us:ipeds:230764:program:phd:computing-phd,us:ipeds:230764,University of Utah,department_program_depth,5,15,one_distinct,Exactly one distinct verified strong match; single-professor dependency is true.,stage4src:6e3182f0ab7070ac|stage4src:5f1ae3138a3ce3ab|stage4src:a254ad4d4bb45e55|stage4src:bd409d9203c351d9,complete,high,Single-professor dependency.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:170d71b2f4c6d059,us:ipeds:230764:program:phd:computing-phd,us:ipeds:230764,University of Utah,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:208beafe18e886621929,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:97aff0fe70fc4e18,us:ipeds:230764:program:phd:computing-phd,us:ipeds:230764,University of Utah,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:3440ae4818e59423593f|stage3src:8b628fc18b8fba09095d|stage3src:208beafe18e886621929,partial,medium,"What is the correct Fall 2027 deadline, and will the offer specify full first-year appointment and differential-fee coverage?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:793a6fca38603e9a,us:ipeds:230764:program:phd:computing-phd,us:ipeds:230764,University of Utah,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:3440ae4818e59423593f|stage3src:8b628fc18b8fba09095d|stage3src:208beafe18e886621929,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
